date,state,state_abb,cat_tax,cat_str,rev,year,quarter
Q1-2016,Louisiana,LA,T09,T09 General Sales and Gross Receipts Taxes,763,2016,1
Q1-2016,Louisiana,LA,T10,T10 Alcoholic Beverages Sales Tax,14,2016,1
Q1-2016,Louisiana,LA,T11,T11 Amusements Sales Tax,166,2016,1
Q1-2016,Louisiana,LA,T12,T12 Insurance Premiums Sales Tax,181,2016,1
Q1-2016,Louisiana,LA,T13,T13 Motor Fuels Sales Tax,150,2016,1
Q1-2016,Louisiana,LA,T14,T14 Pari-Mutuels Sales Tax,1,2016,1
Q1-2016,Louisiana,LA,T15,T15 Public Utilities Sales Tax,7,2016,1
Q1-2016,Louisiana,LA,T16,T16 Tobacco Products Sales Tax,72,2016,1
Q1-2016,Louisiana,LA,T19,T19 Other Selective Sales and Gross Receipts Taxes,129,2016,1
Q1-2016,Louisiana,LA,T20,T20 Alcoholic Beverages License,0,2016,1
Q1-2016,Louisiana,LA,T22,T22 Corporations In General License,16,2016,1
Q1-2016,Louisiana,LA,T23,T23 Hunting and Fishing License,3,2016,1
Q1-2016,Louisiana,LA,T24,T24 Motor Vehicles License,23,2016,1
Q1-2016,Louisiana,LA,T25,T25 Motor Vehicle Operators License,3,2016,1
Q1-2016,Louisiana,LA,T27,T27 Public Utilities License,2,2016,1
Q1-2016,Louisiana,LA,T28,"T28 Occupation and Business License, Not Elsewhere Classified",24,2016,1
Q1-2016,Louisiana,LA,T29,T29 Other License Taxes,1,2016,1
Q1-2016,Louisiana,LA,T40,T40 Individual Income Taxes,753,2016,1
Q1-2016,Louisiana,LA,T41,T41 Corporation Net Income Taxes,47,2016,1
Q1-2016,Louisiana,LA,T50,T50 Death and Gift Taxes,0,2016,1
Q1-2016,Louisiana,LA,T53,T53 Severance Taxes,98,2016,1
Q1-2016,Louisiana,LA,TOTAL,Total Taxes,2469,2016,1
Q2-2016,Louisiana,LA,T01,T01 Property Taxes,13,2016,2
Q2-2016,Louisiana,LA,T09,T09 General Sales and Gross Receipts Taxes,961,2016,2
Q2-2016,Louisiana,LA,T10,T10 Alcoholic Beverages Sales Tax,18,2016,2
Q2-2016,Louisiana,LA,T11,T11 Amusements Sales Tax,158,2016,2
Q2-2016,Louisiana,LA,T12,T12 Insurance Premiums Sales Tax,119,2016,2
Q2-2016,Louisiana,LA,T13,T13 Motor Fuels Sales Tax,160,2016,2
Q2-2016,Louisiana,LA,T14,T14 Pari-Mutuels Sales Tax,2,2016,2
Q2-2016,Louisiana,LA,T15,T15 Public Utilities Sales Tax,2,2016,2
Q2-2016,Louisiana,LA,T16,T16 Tobacco Products Sales Tax,43,2016,2
Q2-2016,Louisiana,LA,T19,T19 Other Selective Sales and Gross Receipts Taxes,142,2016,2
Q2-2016,Louisiana,LA,T20,T20 Alcoholic Beverages License,0,2016,2
Q2-2016,Louisiana,LA,T22,T22 Corporations In General License,71,2016,2
Q2-2016,Louisiana,LA,T23,T23 Hunting and Fishing License,5,2016,2
Q2-2016,Louisiana,LA,T24,T24 Motor Vehicles License,25,2016,2
Q2-2016,Louisiana,LA,T25,T25 Motor Vehicle Operators License,3,2016,2
Q2-2016,Louisiana,LA,T27,T27 Public Utilities License,2,2016,2
Q2-2016,Louisiana,LA,T28,"T28 Occupation and Business License, Not Elsewhere Classified",13,2016,2
Q2-2016,Louisiana,LA,T29,T29 Other License Taxes,1,2016,2
Q2-2016,Louisiana,LA,T40,T40 Individual Income Taxes,574,2016,2
Q2-2016,Louisiana,LA,T41,T41 Corporation Net Income Taxes,214,2016,2
Q2-2016,Louisiana,LA,T50,T50 Death and Gift Taxes,0,2016,2
Q2-2016,Louisiana,LA,T53,T53 Severance Taxes,87,2016,2
Q2-2016,Louisiana,LA,TOTAL,Total Taxes,2612,2016,2
Q3-2016,Louisiana,LA,T01,T01 Property Taxes,14,2016,3
Q3-2016,Louisiana,LA,T09,T09 General Sales and Gross Receipts Taxes,1012,2016,3
Q3-2016,Louisiana,LA,T10,T10 Alcoholic Beverages Sales Tax,19,2016,3
Q3-2016,Louisiana,LA,T11,T11 Amusements Sales Tax,158,2016,3
Q3-2016,Louisiana,LA,T12,T12 Insurance Premiums Sales Tax,221,2016,3
Q3-2016,Louisiana,LA,T13,T13 Motor Fuels Sales Tax,158,2016,3
Q3-2016,Louisiana,LA,T14,T14 Pari-Mutuels Sales Tax,1,2016,3
Q3-2016,Louisiana,LA,T15,T15 Public Utilities Sales Tax,2,2016,3
Q3-2016,Louisiana,LA,T16,T16 Tobacco Products Sales Tax,72,2016,3
Q3-2016,Louisiana,LA,T19,T19 Other Selective Sales and Gross Receipts Taxes,139,2016,3
Q3-2016,Louisiana,LA,T20,T20 Alcoholic Beverages License,0,2016,3
Q3-2016,Louisiana,LA,T22,T22 Corporations In General License,24,2016,3
Q3-2016,Louisiana,LA,T23,T23 Hunting and Fishing License,9,2016,3
Q3-2016,Louisiana,LA,T24,T24 Motor Vehicles License,8,2016,3
Q3-2016,Louisiana,LA,T25,T25 Motor Vehicle Operators License,3,2016,3
Q3-2016,Louisiana,LA,T27,T27 Public Utilities License,2,2016,3
Q3-2016,Louisiana,LA,T28,"T28 Occupation and Business License, Not Elsewhere Classified",12,2016,3
Q3-2016,Louisiana,LA,T29,T29 Other License Taxes,1,2016,3
Q3-2016,Louisiana,LA,T40,T40 Individual Income Taxes,784,2016,3
Q3-2016,Louisiana,LA,T41,T41 Corporation Net Income Taxes,72,2016,3
Q3-2016,Louisiana,LA,T50,T50 Death and Gift Taxes,0,2016,3
Q3-2016,Louisiana,LA,T53,T53 Severance Taxes,104,2016,3
Q3-2016,Louisiana,LA,TOTAL,Total Taxes,2814,2016,3
Q4-2016,Louisiana,LA,T01,T01 Property Taxes,13,2016,4
Q4-2016,Louisiana,LA,T09,T09 General Sales and Gross Receipts Taxes,1066,2016,4
Q4-2016,Louisiana,LA,T10,T10 Alcoholic Beverages Sales Tax,20,2016,4
Q4-2016,Louisiana,LA,T11,T11 Amusements Sales Tax,159,2016,4
Q4-2016,Louisiana,LA,T12,T12 Insurance Premiums Sales Tax,121,2016,4
Q4-2016,Louisiana,LA,T13,T13 Motor Fuels Sales Tax,162,2016,4
Q4-2016,Louisiana,LA,T14,T14 Pari-Mutuels Sales Tax,1,2016,4
Q4-2016,Louisiana,LA,T15,T15 Public Utilities Sales Tax,3,2016,4
Q4-2016,Louisiana,LA,T16,T16 Tobacco Products Sales Tax,84,2016,4
Q4-2016,Louisiana,LA,T19,T19 Other Selective Sales and Gross Receipts Taxes,148,2016,4
Q4-2016,Louisiana,LA,T20,T20 Alcoholic Beverages License,0,2016,4
Q4-2016,Louisiana,LA,T22,T22 Corporations In General License,-21,2016,4
Q4-2016,Louisiana,LA,T23,T23 Hunting and Fishing License,11,2016,4
Q4-2016,Louisiana,LA,T24,T24 Motor Vehicles License,7,2016,4
Q4-2016,Louisiana,LA,T25,T25 Motor Vehicle Operators License,3,2016,4
Q4-2016,Louisiana,LA,T27,T27 Public Utilities License,2,2016,4
Q4-2016,Louisiana,LA,T28,"T28 Occupation and Business License, Not Elsewhere Classified",11,2016,4
Q4-2016,Louisiana,LA,T29,T29 Other License Taxes,1,2016,4
Q4-2016,Louisiana,LA,T40,T40 Individual Income Taxes,690,2016,4
Q4-2016,Louisiana,LA,T41,T41 Corporation Net Income Taxes,-63,2016,4
Q4-2016,Louisiana,LA,T50,T50 Death and Gift Taxes,0,2016,4
Q4-2016,Louisiana,LA,T53,T53 Severance Taxes,80,2016,4
Q4-2016,Louisiana,LA,TOTAL,Total Taxes,2497,2016,4
Q1-2017,Louisiana,LA,T01,T01 Property Taxes,13,2017,1
Q1-2017,Louisiana,LA,T09,T09 General Sales and Gross Receipts Taxes,1110,2017,1
Q1-2017,Louisiana,LA,T10,T10 Alcoholic Beverages Sales Tax,19,2017,1
Q1-2017,Louisiana,LA,T11,T11 Amusements Sales Tax,162,2017,1
Q1-2017,Louisiana,LA,T12,T12 Insurance Premiums Sales Tax,374,2017,1
Q1-2017,Louisiana,LA,T13,T13 Motor Fuels Sales Tax,141,2017,1
Q1-2017,Louisiana,LA,T14,T14 Pari-Mutuels Sales Tax,1,2017,1
Q1-2017,Louisiana,LA,T15,T15 Public Utilities Sales Tax,2,2017,1
Q1-2017,Louisiana,LA,T16,T16 Tobacco Products Sales Tax,71,2017,1
Q1-2017,Louisiana,LA,T19,T19 Other Selective Sales and Gross Receipts Taxes,152,2017,1
Q1-2017,Louisiana,LA,T20,T20 Alcoholic Beverages License,0,2017,1
Q1-2017,Louisiana,LA,T22,T22 Corporations In General License,12,2017,1
Q1-2017,Louisiana,LA,T23,T23 Hunting and Fishing License,4,2017,1
Q1-2017,Louisiana,LA,T24,T24 Motor Vehicles License,9,2017,1
Q1-2017,Louisiana,LA,T25,T25 Motor Vehicle Operators License,3,2017,1
Q1-2017,Louisiana,LA,T27,T27 Public Utilities License,2,2017,1
Q1-2017,Louisiana,LA,T28,"T28 Occupation and Business License, Not Elsewhere Classified",14,2017,1
Q1-2017,Louisiana,LA,T29,T29 Other License Taxes,1,2017,1
Q1-2017,Louisiana,LA,T40,T40 Individual Income Taxes,746,2017,1
Q1-2017,Louisiana,LA,T41,T41 Corporation Net Income Taxes,37,2017,1
Q1-2017,Louisiana,LA,T50,T50 Death and Gift Taxes,0,2017,1
Q1-2017,Louisiana,LA,T53,T53 Severance Taxes,95,2017,1
Q1-2017,Louisiana,LA,TOTAL,Total Taxes,2970,2017,1
Q2-2017,Louisiana,LA,T01,T01 Property Taxes,7,2017,2
Q2-2017,Louisiana,LA,T09,T09 General Sales and Gross Receipts Taxes,1121,2017,2
Q2-2017,Louisiana,LA,T10,T10 Alcoholic Beverages Sales Tax,20,2017,2
Q2-2017,Louisiana,LA,T11,T11 Amusements Sales Tax,162,2017,2
Q2-2017,Louisiana,LA,T12,T12 Insurance Premiums Sales Tax,193,2017,2
Q2-2017,Louisiana,LA,T13,T13 Motor Fuels Sales Tax,141,2017,2
Q2-2017,Louisiana,LA,T14,T14 Pari-Mutuels Sales Tax,1,2017,2
Q2-2017,Louisiana,LA,T15,T15 Public Utilities Sales Tax,2,2017,2
Q2-2017,Louisiana,LA,T16,T16 Tobacco Products Sales Tax,71,2017,2
Q2-2017,Louisiana,LA,T19,T19 Other Selective Sales and Gross Receipts Taxes,148,2017,2
Q2-2017,Louisiana,LA,T20,T20 Alcoholic Beverages License,0,2017,2
Q2-2017,Louisiana,LA,T22,T22 Corporations In General License,76,2017,2
Q2-2017,Louisiana,LA,T23,T23 Hunting and Fishing License,4,2017,2
Q2-2017,Louisiana,LA,T24,T24 Motor Vehicles License,10,2017,2
Q2-2017,Louisiana,LA,T25,T25 Motor Vehicle Operators License,3,2017,2
Q2-2017,Louisiana,LA,T27,T27 Public Utilities License,2,2017,2
Q2-2017,Louisiana,LA,T28,"T28 Occupation and Business License, Not Elsewhere Classified",22,2017,2
Q2-2017,Louisiana,LA,T29,T29 Other License Taxes,1,2017,2
Q2-2017,Louisiana,LA,T40,T40 Individual Income Taxes,746,2017,2
Q2-2017,Louisiana,LA,T41,T41 Corporation Net Income Taxes,228,2017,2
Q2-2017,Louisiana,LA,T50,T50 Death and Gift Taxes,0,2017,2
Q2-2017,Louisiana,LA,T53,T53 Severance Taxes,95,2017,2
Q2-2017,Louisiana,LA,TOTAL,Total Taxes,3054,2017,2
Q3-2017,Louisiana,LA,T01,T01 Property Taxes,15,2017,3
Q3-2017,Louisiana,LA,T09,T09 General Sales and Gross Receipts Taxes,1046,2017,3
Q3-2017,Louisiana,LA,T10,T10 Alcoholic Beverages Sales Tax,16,2017,3
Q3-2017,Louisiana,LA,T11,T11 Amusements Sales Tax,158,2017,3
Q3-2017,Louisiana,LA,T12,T12 Insurance Premiums Sales Tax,279,2017,3
Q3-2017,Louisiana,LA,T13,T13 Motor Fuels Sales Tax,142,2017,3
Q3-2017,Louisiana,LA,T14,T14 Pari-Mutuels Sales Tax,1,2017,3
Q3-2017,Louisiana,LA,T15,T15 Public Utilities Sales Tax,2,2017,3
Q3-2017,Louisiana,LA,T16,T16 Tobacco Products Sales Tax,74,2017,3
Q3-2017,Louisiana,LA,T19,T19 Other Selective Sales and Gross Receipts Taxes,135,2017,3
Q3-2017,Louisiana,LA,T20,T20 Alcoholic Beverages License,0,2017,3
Q3-2017,Louisiana,LA,T22,T22 Corporations In General License,26,2017,3
Q3-2017,Louisiana,LA,T23,T23 Hunting and Fishing License,9,2017,3
Q3-2017,Louisiana,LA,T24,T24 Motor Vehicles License,7,2017,3
Q3-2017,Louisiana,LA,T25,T25 Motor Vehicle Operators License,3,2017,3
Q3-2017,Louisiana,LA,T27,T27 Public Utilities License,2,2017,3
Q3-2017,Louisiana,LA,T28,"T28 Occupation and Business License, Not Elsewhere Classified",11,2017,3
Q3-2017,Louisiana,LA,T29,T29 Other License Taxes,1,2017,3
Q3-2017,Louisiana,LA,T40,T40 Individual Income Taxes,755,2017,3
Q3-2017,Louisiana,LA,T41,T41 Corporation Net Income Taxes,78,2017,3
Q3-2017,Louisiana,LA,T50,T50 Death and Gift Taxes,0,2017,3
Q3-2017,Louisiana,LA,T53,T53 Severance Taxes,96,2017,3
Q3-2017,Louisiana,LA,TOTAL,Total Taxes,2856,2017,3
Q4-2017,Louisiana,LA,T01,T01 Property Taxes,13,2017,4
Q4-2017,Louisiana,LA,T09,T09 General Sales and Gross Receipts Taxes,1127,2017,4
Q4-2017,Louisiana,LA,T10,T10 Alcoholic Beverages Sales Tax,20,2017,4
Q4-2017,Louisiana,LA,T11,T11 Amusements Sales Tax,157,2017,4
Q4-2017,Louisiana,LA,T12,T12 Insurance Premiums Sales Tax,183,2017,4
Q4-2017,Louisiana,LA,T13,T13 Motor Fuels Sales Tax,166,2017,4
Q4-2017,Louisiana,LA,T14,T14 Pari-Mutuels Sales Tax,1,2017,4
Q4-2017,Louisiana,LA,T15,T15 Public Utilities Sales Tax,3,2017,4
Q4-2017,Louisiana,LA,T16,T16 Tobacco Products Sales Tax,81,2017,4
Q4-2017,Louisiana,LA,T19,T19 Other Selective Sales and Gross Receipts Taxes,132,2017,4
Q4-2017,Louisiana,LA,T20,T20 Alcoholic Beverages License,0,2017,4
Q4-2017,Louisiana,LA,T22,T22 Corporations In General License,-23,2017,4
Q4-2017,Louisiana,LA,T23,T23 Hunting and Fishing License,11,2017,4
Q4-2017,Louisiana,LA,T24,T24 Motor Vehicles License,7,2017,4
Q4-2017,Louisiana,LA,T25,T25 Motor Vehicle Operators License,3,2017,4
Q4-2017,Louisiana,LA,T27,T27 Public Utilities License,2,2017,4
Q4-2017,Louisiana,LA,T28,"T28 Occupation and Business License, Not Elsewhere Classified",12,2017,4
Q4-2017,Louisiana,LA,T29,T29 Other License Taxes,1,2017,4
Q4-2017,Louisiana,LA,T40,T40 Individual Income Taxes,806,2017,4
Q4-2017,Louisiana,LA,T41,T41 Corporation Net Income Taxes,30,2017,4
Q4-2017,Louisiana,LA,T50,T50 Death and Gift Taxes,0,2017,4
Q4-2017,Louisiana,LA,T53,T53 Severance Taxes,86,2017,4
Q4-2017,Louisiana,LA,TOTAL,Total Taxes,2818,2017,4
Q1-2010,Mississippi,MS,T01,T01 Property Taxes,27,2010,1
Q1-2010,Mississippi,MS,T09,T09 General Sales and Gross Receipts Taxes,703,2010,1
Q1-2010,Mississippi,MS,T10,T10 Alcoholic Beverages Sales Tax,10,2010,1
Q1-2010,Mississippi,MS,T11,T11 Amusements Sales Tax,41,2010,1
Q1-2010,Mississippi,MS,T12,T12 Insurance Premiums Sales Tax,39,2010,1
Q1-2010,Mississippi,MS,T13,T13 Motor Fuels Sales Tax,93,2010,1
Q1-2010,Mississippi,MS,T14,T14 Pari-Mutuels Sales Tax,0,2010,1
Q1-2010,Mississippi,MS,T15,T15 Public Utilities Sales Tax,0,2010,1
Q1-2010,Mississippi,MS,T16,T16 Tobacco Products Sales Tax,38,2010,1
Q1-2010,Mississippi,MS,T19,T19 Other Selective Sales and Gross Receipts Taxes,23,2010,1
Q1-2010,Mississippi,MS,T20,T20 Alcoholic Beverages License,1,2010,1
Q1-2010,Mississippi,MS,T21,T21 Amusements License,2,2010,1
Q1-2010,Mississippi,MS,T22,T22 Corporations In General License,46,2010,1
Q1-2010,Mississippi,MS,T23,T23 Hunting and Fishing License,3,2010,1
Q1-2010,Mississippi,MS,T24,T24 Motor Vehicles License,28,2010,1
Q1-2010,Mississippi,MS,T25,T25 Motor Vehicle Operators License,8,2010,1
Q1-2010,Mississippi,MS,T27,T27 Public Utilities License,0,2010,1
Q1-2010,Mississippi,MS,T28,"T28 Occupation and Business License, Not Elsewhere Classified",16,2010,1
Q1-2010,Mississippi,MS,T29,T29 Other License Taxes,10,2010,1
Q1-2010,Mississippi,MS,T40,T40 Individual Income Taxes,179,2010,1
Q1-2010,Mississippi,MS,T41,T41 Corporation Net Income Taxes,129,2010,1
Q1-2010,Mississippi,MS,T50,T50 Death and Gift Taxes,0,2010,1
Q1-2010,Mississippi,MS,T51,T51 Documentary and Stock Transfer Taxes,0,2010,1
Q1-2010,Mississippi,MS,T53,T53 Severance Taxes,24,2010,1
Q1-2010,Mississippi,MS,T99,"T99 Taxes, Not Elsewhere Classified",0,2010,1
Q1-2010,Mississippi,MS,TOTAL,Total Taxes,1420,2010,1
Q2-2010,Mississippi,MS,T01,T01 Property Taxes,0,2010,2
Q2-2010,Mississippi,MS,T09,T09 General Sales and Gross Receipts Taxes,839,2010,2
Q2-2010,Mississippi,MS,T10,T10 Alcoholic Beverages Sales Tax,11,2010,2
Q2-2010,Mississippi,MS,T11,T11 Amusements Sales Tax,39,2010,2
Q2-2010,Mississippi,MS,T12,T12 Insurance Premiums Sales Tax,75,2010,2
Q2-2010,Mississippi,MS,T13,T13 Motor Fuels Sales Tax,109,2010,2
Q2-2010,Mississippi,MS,T14,T14 Pari-Mutuels Sales Tax,0,2010,2
Q2-2010,Mississippi,MS,T15,T15 Public Utilities Sales Tax,0,2010,2
Q2-2010,Mississippi,MS,T16,T16 Tobacco Products Sales Tax,41,2010,2
Q2-2010,Mississippi,MS,T19,T19 Other Selective Sales and Gross Receipts Taxes,210,2010,2
Q2-2010,Mississippi,MS,T20,T20 Alcoholic Beverages License,1,2010,2
Q2-2010,Mississippi,MS,T21,T21 Amusements License,2,2010,2
Q2-2010,Mississippi,MS,T22,T22 Corporations In General License,27,2010,2
Q2-2010,Mississippi,MS,T23,T23 Hunting and Fishing License,0,2010,2
Q2-2010,Mississippi,MS,T24,T24 Motor Vehicles License,36,2010,2
Q2-2010,Mississippi,MS,T25,T25 Motor Vehicle Operators License,10,2010,2
Q2-2010,Mississippi,MS,T27,T27 Public Utilities License,0,2010,2
Q2-2010,Mississippi,MS,T28,"T28 Occupation and Business License, Not Elsewhere Classified",33,2010,2
Q2-2010,Mississippi,MS,T29,T29 Other License Taxes,7,2010,2
Q2-2010,Mississippi,MS,T40,T40 Individual Income Taxes,495,2010,2
Q2-2010,Mississippi,MS,T41,T41 Corporation Net Income Taxes,73,2010,2
Q2-2010,Mississippi,MS,T50,T50 Death and Gift Taxes,0,2010,2
Q2-2010,Mississippi,MS,T51,T51 Documentary and Stock Transfer Taxes,0,2010,2
Q2-2010,Mississippi,MS,T53,T53 Severance Taxes,24,2010,2
Q2-2010,Mississippi,MS,T99,"T99 Taxes, Not Elsewhere Classified",0,2010,2
Q2-2010,Mississippi,MS,TOTAL,Total Taxes,2033,2010,2
Q3-2010,Mississippi,MS,T01,T01 Property Taxes,0,2010,3
Q3-2010,Mississippi,MS,T09,T09 General Sales and Gross Receipts Taxes,619,2010,3
Q3-2010,Mississippi,MS,T10,T10 Alcoholic Beverages Sales Tax,11,2010,3
Q3-2010,Mississippi,MS,T11,T11 Amusements Sales Tax,40,2010,3
Q3-2010,Mississippi,MS,T12,T12 Insurance Premiums Sales Tax,17,2010,3
Q3-2010,Mississippi,MS,T13,T13 Motor Fuels Sales Tax,107,2010,3
Q3-2010,Mississippi,MS,T14,T14 Pari-Mutuels Sales Tax,0,2010,3
Q3-2010,Mississippi,MS,T15,T15 Public Utilities Sales Tax,1,2010,3
Q3-2010,Mississippi,MS,T16,T16 Tobacco Products Sales Tax,42,2010,3
Q3-2010,Mississippi,MS,T19,T19 Other Selective Sales and Gross Receipts Taxes,26,2010,3
Q3-2010,Mississippi,MS,T20,T20 Alcoholic Beverages License,1,2010,3
Q3-2010,Mississippi,MS,T21,T21 Amusements License,4,2010,3
Q3-2010,Mississippi,MS,T22,T22 Corporations In General License,23,2010,3
Q3-2010,Mississippi,MS,T23,T23 Hunting and Fishing License,3,2010,3
Q3-2010,Mississippi,MS,T24,T24 Motor Vehicles License,33,2010,3
Q3-2010,Mississippi,MS,T25,T25 Motor Vehicle Operators License,7,2010,3
Q3-2010,Mississippi,MS,T27,T27 Public Utilities License,9,2010,3
Q3-2010,Mississippi,MS,T28,"T28 Occupation and Business License, Not Elsewhere Classified",18,2010,3
Q3-2010,Mississippi,MS,T29,T29 Other License Taxes,7,2010,3
Q3-2010,Mississippi,MS,T40,T40 Individual Income Taxes,340,2010,3
Q3-2010,Mississippi,MS,T41,T41 Corporation Net Income Taxes,66,2010,3
Q3-2010,Mississippi,MS,T50,T50 Death and Gift Taxes,0,2010,3
Q3-2010,Mississippi,MS,T51,T51 Documentary and Stock Transfer Taxes,0,2010,3
Q3-2010,Mississippi,MS,T53,T53 Severance Taxes,24,2010,3
Q3-2010,Mississippi,MS,T99,"T99 Taxes, Not Elsewhere Classified",0,2010,3
Q3-2010,Mississippi,MS,TOTAL,Total Taxes,1397,2010,3
Q4-2010,Mississippi,MS,T01,T01 Property Taxes,0,2010,4
Q4-2010,Mississippi,MS,T09,T09 General Sales and Gross Receipts Taxes,705,2010,4
Q4-2010,Mississippi,MS,T10,T10 Alcoholic Beverages Sales Tax,10,2010,4
Q4-2010,Mississippi,MS,T11,T11 Amusements Sales Tax,35,2010,4
Q4-2010,Mississippi,MS,T12,T12 Insurance Premiums Sales Tax,45,2010,4
Q4-2010,Mississippi,MS,T13,T13 Motor Fuels Sales Tax,104,2010,4
Q4-2010,Mississippi,MS,T14,T14 Pari-Mutuels Sales Tax,0,2010,4
Q4-2010,Mississippi,MS,T15,T15 Public Utilities Sales Tax,0,2010,4
Q4-2010,Mississippi,MS,T16,T16 Tobacco Products Sales Tax,40,2010,4
Q4-2010,Mississippi,MS,T19,T19 Other Selective Sales and Gross Receipts Taxes,123,2010,4
Q4-2010,Mississippi,MS,T20,T20 Alcoholic Beverages License,1,2010,4
Q4-2010,Mississippi,MS,T21,T21 Amusements License,2,2010,4
Q4-2010,Mississippi,MS,T22,T22 Corporations In General License,20,2010,4
Q4-2010,Mississippi,MS,T23,T23 Hunting and Fishing License,9,2010,4
Q4-2010,Mississippi,MS,T24,T24 Motor Vehicles License,31,2010,4
Q4-2010,Mississippi,MS,T25,T25 Motor Vehicle Operators License,9,2010,4
Q4-2010,Mississippi,MS,T27,T27 Public Utilities License,0,2010,4
Q4-2010,Mississippi,MS,T28,"T28 Occupation and Business License, Not Elsewhere Classified",20,2010,4
Q4-2010,Mississippi,MS,T29,T29 Other License Taxes,9,2010,4
Q4-2010,Mississippi,MS,T40,T40 Individual Income Taxes,352,2010,4
Q4-2010,Mississippi,MS,T41,T41 Corporation Net Income Taxes,51,2010,4
Q4-2010,Mississippi,MS,T50,T50 Death and Gift Taxes,0,2010,4
Q4-2010,Mississippi,MS,T51,T51 Documentary and Stock Transfer Taxes,0,2010,4
Q4-2010,Mississippi,MS,T53,T53 Severance Taxes,24,2010,4
Q4-2010,Mississippi,MS,T99,"T99 Taxes, Not Elsewhere Classified",0,2010,4
Q4-2010,Mississippi,MS,TOTAL,Total Taxes,1590,2010,4
Q1-2011,Mississippi,MS,T01,T01 Property Taxes,0,2011,1
Q1-2011,Mississippi,MS,T09,T09 General Sales and Gross Receipts Taxes,721,2011,1
Q1-2011,Mississippi,MS,T10,T10 Alcoholic Beverages Sales Tax,9,2011,1
Q1-2011,Mississippi,MS,T11,T11 Amusements Sales Tax,40,2011,1
Q1-2011,Mississippi,MS,T12,T12 Insurance Premiums Sales Tax,37,2011,1
Q1-2011,Mississippi,MS,T13,T13 Motor Fuels Sales Tax,98,2011,1
Q1-2011,Mississippi,MS,T15,T15 Public Utilities Sales Tax,0,2011,1
Q1-2011,Mississippi,MS,T16,T16 Tobacco Products Sales Tax,38,2011,1
Q1-2011,Mississippi,MS,T19,T19 Other Selective Sales and Gross Receipts Taxes,78,2011,1
Q1-2011,Mississippi,MS,T20,T20 Alcoholic Beverages License,1,2011,1
Q1-2011,Mississippi,MS,T21,T21 Amusements License,4,2011,1
Q1-2011,Mississippi,MS,T22,T22 Corporations In General License,53,2011,1
Q1-2011,Mississippi,MS,T23,T23 Hunting and Fishing License,2,2011,1
Q1-2011,Mississippi,MS,T24,T24 Motor Vehicles License,29,2011,1
Q1-2011,Mississippi,MS,T25,T25 Motor Vehicle Operators License,11,2011,1
Q1-2011,Mississippi,MS,T27,T27 Public Utilities License,0,2011,1
Q1-2011,Mississippi,MS,T28,"T28 Occupation and Business License, Not Elsewhere Classified",17,2011,1
Q1-2011,Mississippi,MS,T29,T29 Other License Taxes,13,2011,1
Q1-2011,Mississippi,MS,T40,T40 Individual Income Taxes,175,2011,1
Q1-2011,Mississippi,MS,T41,T41 Corporation Net Income Taxes,148,2011,1
Q1-2011,Mississippi,MS,T50,T50 Death and Gift Taxes,0,2011,1
Q1-2011,Mississippi,MS,T53,T53 Severance Taxes,27,2011,1
Q1-2011,Mississippi,MS,T99,"T99 Taxes, Not Elsewhere Classified",21,2011,1
Q1-2011,Mississippi,MS,TOTAL,Total Taxes,1524,2011,1
Q2-2011,Mississippi,MS,T01,T01 Property Taxes,0,2011,2
Q2-2011,Mississippi,MS,T09,T09 General Sales and Gross Receipts Taxes,867,2011,2
Q2-2011,Mississippi,MS,T10,T10 Alcoholic Beverages Sales Tax,11,2011,2
Q2-2011,Mississippi,MS,T11,T11 Amusements Sales Tax,33,2011,2
Q2-2011,Mississippi,MS,T12,T12 Insurance Premiums Sales Tax,77,2011,2
Q2-2011,Mississippi,MS,T13,T13 Motor Fuels Sales Tax,108,2011,2
Q2-2011,Mississippi,MS,T15,T15 Public Utilities Sales Tax,0,2011,2
Q2-2011,Mississippi,MS,T16,T16 Tobacco Products Sales Tax,38,2011,2
Q2-2011,Mississippi,MS,T19,T19 Other Selective Sales and Gross Receipts Taxes,80,2011,2
Q2-2011,Mississippi,MS,T20,T20 Alcoholic Beverages License,1,2011,2
Q2-2011,Mississippi,MS,T21,T21 Amusements License,3,2011,2
Q2-2011,Mississippi,MS,T22,T22 Corporations In General License,30,2011,2
Q2-2011,Mississippi,MS,T23,T23 Hunting and Fishing License,1,2011,2
Q2-2011,Mississippi,MS,T24,T24 Motor Vehicles License,36,2011,2
Q2-2011,Mississippi,MS,T25,T25 Motor Vehicle Operators License,8,2011,2
Q2-2011,Mississippi,MS,T27,T27 Public Utilities License,0,2011,2
Q2-2011,Mississippi,MS,T28,"T28 Occupation and Business License, Not Elsewhere Classified",31,2011,2
Q2-2011,Mississippi,MS,T29,T29 Other License Taxes,10,2011,2
Q2-2011,Mississippi,MS,T40,T40 Individual Income Taxes,531,2011,2
Q2-2011,Mississippi,MS,T41,T41 Corporation Net Income Taxes,82,2011,2
Q2-2011,Mississippi,MS,T50,T50 Death and Gift Taxes,0,2011,2
Q2-2011,Mississippi,MS,T53,T53 Severance Taxes,31,2011,2
Q2-2011,Mississippi,MS,T99,"T99 Taxes, Not Elsewhere Classified",0,2011,2
Q2-2011,Mississippi,MS,TOTAL,Total Taxes,1978,2011,2
Q3-2011,Mississippi,MS,T01,T01 Property Taxes,0,2011,3
