date,state,state_abb,cat_tax,cat_str,rev,year,quarter
Q3-2011,Mississippi,MS,T09,T09 General Sales and Gross Receipts Taxes,630,2011,3
Q3-2011,Mississippi,MS,T10,T10 Alcoholic Beverages Sales Tax,11,2011,3
Q3-2011,Mississippi,MS,T11,T11 Amusements Sales Tax,38,2011,3
Q3-2011,Mississippi,MS,T12,T12 Insurance Premiums Sales Tax,18,2011,3
Q3-2011,Mississippi,MS,T13,T13 Motor Fuels Sales Tax,109,2011,3
Q3-2011,Mississippi,MS,T15,T15 Public Utilities Sales Tax,1,2011,3
Q3-2011,Mississippi,MS,T16,T16 Tobacco Products Sales Tax,41,2011,3
Q3-2011,Mississippi,MS,T19,T19 Other Selective Sales and Gross Receipts Taxes,29,2011,3
Q3-2011,Mississippi,MS,T20,T20 Alcoholic Beverages License,1,2011,3
Q3-2011,Mississippi,MS,T21,T21 Amusements License,2,2011,3
Q3-2011,Mississippi,MS,T22,T22 Corporations In General License,20,2011,3
Q3-2011,Mississippi,MS,T23,T23 Hunting and Fishing License,3,2011,3
Q3-2011,Mississippi,MS,T24,T24 Motor Vehicles License,34,2011,3
Q3-2011,Mississippi,MS,T25,T25 Motor Vehicle Operators License,9,2011,3
Q3-2011,Mississippi,MS,T27,T27 Public Utilities License,9,2011,3
Q3-2011,Mississippi,MS,T28,"T28 Occupation and Business License, Not Elsewhere Classified",20,2011,3
Q3-2011,Mississippi,MS,T29,T29 Other License Taxes,11,2011,3
Q3-2011,Mississippi,MS,T40,T40 Individual Income Taxes,358,2011,3
Q3-2011,Mississippi,MS,T41,T41 Corporation Net Income Taxes,68,2011,3
Q3-2011,Mississippi,MS,T50,T50 Death and Gift Taxes,0,2011,3
Q3-2011,Mississippi,MS,T53,T53 Severance Taxes,30,2011,3
Q3-2011,Mississippi,MS,T99,"T99 Taxes, Not Elsewhere Classified",0,2011,3
Q3-2011,Mississippi,MS,TOTAL,Total Taxes,1442,2011,3
Q4-2011,Mississippi,MS,T01,T01 Property Taxes,0,2011,4
Q4-2011,Mississippi,MS,T09,T09 General Sales and Gross Receipts Taxes,727,2011,4
Q4-2011,Mississippi,MS,T10,T10 Alcoholic Beverages Sales Tax,10,2011,4
Q4-2011,Mississippi,MS,T11,T11 Amusements Sales Tax,35,2011,4
Q4-2011,Mississippi,MS,T12,T12 Insurance Premiums Sales Tax,47,2011,4
Q4-2011,Mississippi,MS,T13,T13 Motor Fuels Sales Tax,101,2011,4
Q4-2011,Mississippi,MS,T15,T15 Public Utilities Sales Tax,0,2011,4
Q4-2011,Mississippi,MS,T16,T16 Tobacco Products Sales Tax,38,2011,4
Q4-2011,Mississippi,MS,T19,T19 Other Selective Sales and Gross Receipts Taxes,149,2011,4
Q4-2011,Mississippi,MS,T20,T20 Alcoholic Beverages License,1,2011,4
Q4-2011,Mississippi,MS,T21,T21 Amusements License,3,2011,4
Q4-2011,Mississippi,MS,T22,T22 Corporations In General License,21,2011,4
Q4-2011,Mississippi,MS,T23,T23 Hunting and Fishing License,8,2011,4
Q4-2011,Mississippi,MS,T24,T24 Motor Vehicles License,32,2011,4
Q4-2011,Mississippi,MS,T25,T25 Motor Vehicle Operators License,11,2011,4
Q4-2011,Mississippi,MS,T27,T27 Public Utilities License,0,2011,4
Q4-2011,Mississippi,MS,T28,"T28 Occupation and Business License, Not Elsewhere Classified",20,2011,4
Q4-2011,Mississippi,MS,T29,T29 Other License Taxes,10,2011,4
Q4-2011,Mississippi,MS,T40,T40 Individual Income Taxes,366,2011,4
Q4-2011,Mississippi,MS,T41,T41 Corporation Net Income Taxes,58,2011,4
Q4-2011,Mississippi,MS,T50,T50 Death and Gift Taxes,0,2011,4
Q4-2011,Mississippi,MS,T53,T53 Severance Taxes,28,2011,4
Q4-2011,Mississippi,MS,T99,"T99 Taxes, Not Elsewhere Classified",0,2011,4
Q4-2011,Mississippi,MS,TOTAL,Total Taxes,1667,2011,4
Q1-2012,Mississippi,MS,T01,T01 Property Taxes,0,2012,1
Q1-2012,Mississippi,MS,T09,T09 General Sales and Gross Receipts Taxes,763,2012,1
Q1-2012,Mississippi,MS,T10,T10 Alcoholic Beverages Sales Tax,10,2012,1
Q1-2012,Mississippi,MS,T11,T11 Amusements Sales Tax,40,2012,1
Q1-2012,Mississippi,MS,T12,T12 Insurance Premiums Sales Tax,42,2012,1
Q1-2012,Mississippi,MS,T13,T13 Motor Fuels Sales Tax,99,2012,1
Q1-2012,Mississippi,MS,T15,T15 Public Utilities Sales Tax,0,2012,1
Q1-2012,Mississippi,MS,T16,T16 Tobacco Products Sales Tax,39,2012,1
Q1-2012,Mississippi,MS,T19,T19 Other Selective Sales and Gross Receipts Taxes,93,2012,1
Q1-2012,Mississippi,MS,T20,T20 Alcoholic Beverages License,1,2012,1
Q1-2012,Mississippi,MS,T21,T21 Amusements License,3,2012,1
Q1-2012,Mississippi,MS,T22,T22 Corporations In General License,67,2012,1
Q1-2012,Mississippi,MS,T23,T23 Hunting and Fishing License,3,2012,1
Q1-2012,Mississippi,MS,T24,T24 Motor Vehicles License,30,2012,1
Q1-2012,Mississippi,MS,T25,T25 Motor Vehicle Operators License,8,2012,1
Q1-2012,Mississippi,MS,T27,T27 Public Utilities License,0,2012,1
Q1-2012,Mississippi,MS,T28,"T28 Occupation and Business License, Not Elsewhere Classified",18,2012,1
Q1-2012,Mississippi,MS,T29,T29 Other License Taxes,33,2012,1
Q1-2012,Mississippi,MS,T40,T40 Individual Income Taxes,200,2012,1
Q1-2012,Mississippi,MS,T41,T41 Corporation Net Income Taxes,187,2012,1
Q1-2012,Mississippi,MS,T50,T50 Death and Gift Taxes,0,2012,1
Q1-2012,Mississippi,MS,T53,T53 Severance Taxes,28,2012,1
Q1-2012,Mississippi,MS,T99,"T99 Taxes, Not Elsewhere Classified",21,2012,1
Q1-2012,Mississippi,MS,TOTAL,Total Taxes,1687,2012,1
Q2-2012,Mississippi,MS,T01,T01 Property Taxes,0,2012,2
Q2-2012,Mississippi,MS,T09,T09 General Sales and Gross Receipts Taxes,895,2012,2
Q2-2012,Mississippi,MS,T10,T10 Alcoholic Beverages Sales Tax,11,2012,2
Q2-2012,Mississippi,MS,T11,T11 Amusements Sales Tax,39,2012,2
Q2-2012,Mississippi,MS,T12,T12 Insurance Premiums Sales Tax,83,2012,2
Q2-2012,Mississippi,MS,T13,T13 Motor Fuels Sales Tax,108,2012,2
Q2-2012,Mississippi,MS,T15,T15 Public Utilities Sales Tax,0,2012,2
Q2-2012,Mississippi,MS,T16,T16 Tobacco Products Sales Tax,42,2012,2
Q2-2012,Mississippi,MS,T19,T19 Other Selective Sales and Gross Receipts Taxes,91,2012,2
Q2-2012,Mississippi,MS,T20,T20 Alcoholic Beverages License,1,2012,2
Q2-2012,Mississippi,MS,T21,T21 Amusements License,3,2012,2
Q2-2012,Mississippi,MS,T22,T22 Corporations In General License,24,2012,2
Q2-2012,Mississippi,MS,T23,T23 Hunting and Fishing License,2,2012,2
Q2-2012,Mississippi,MS,T24,T24 Motor Vehicles License,37,2012,2
Q2-2012,Mississippi,MS,T25,T25 Motor Vehicle Operators License,11,2012,2
Q2-2012,Mississippi,MS,T27,T27 Public Utilities License,0,2012,2
Q2-2012,Mississippi,MS,T28,"T28 Occupation and Business License, Not Elsewhere Classified",33,2012,2
Q2-2012,Mississippi,MS,T29,T29 Other License Taxes,10,2012,2
Q2-2012,Mississippi,MS,T40,T40 Individual Income Taxes,576,2012,2
Q2-2012,Mississippi,MS,T41,T41 Corporation Net Income Taxes,82,2012,2
Q2-2012,Mississippi,MS,T50,T50 Death and Gift Taxes,0,2012,2
Q2-2012,Mississippi,MS,T53,T53 Severance Taxes,30,2012,2
Q2-2012,Mississippi,MS,T99,"T99 Taxes, Not Elsewhere Classified",0,2012,2
Q2-2012,Mississippi,MS,TOTAL,Total Taxes,2077,2012,2
Q3-2012,Mississippi,MS,T01,T01 Property Taxes,0,2012,3
Q3-2012,Mississippi,MS,T09,T09 General Sales and Gross Receipts Taxes,645,2012,3
Q3-2012,Mississippi,MS,T10,T10 Alcoholic Beverages Sales Tax,11,2012,3
Q3-2012,Mississippi,MS,T11,T11 Amusements Sales Tax,33,2012,3
Q3-2012,Mississippi,MS,T12,T12 Insurance Premiums Sales Tax,26,2012,3
Q3-2012,Mississippi,MS,T13,T13 Motor Fuels Sales Tax,108,2012,3
Q3-2012,Mississippi,MS,T15,T15 Public Utilities Sales Tax,3,2012,3
Q3-2012,Mississippi,MS,T16,T16 Tobacco Products Sales Tax,39,2012,3
Q3-2012,Mississippi,MS,T19,T19 Other Selective Sales and Gross Receipts Taxes,26,2012,3
Q3-2012,Mississippi,MS,T20,T20 Alcoholic Beverages License,1,2012,3
Q3-2012,Mississippi,MS,T21,T21 Amusements License,4,2012,3
Q3-2012,Mississippi,MS,T22,T22 Corporations In General License,24,2012,3
Q3-2012,Mississippi,MS,T23,T23 Hunting and Fishing License,2,2012,3
Q3-2012,Mississippi,MS,T24,T24 Motor Vehicles License,36,2012,3
Q3-2012,Mississippi,MS,T25,T25 Motor Vehicle Operators License,8,2012,3
Q3-2012,Mississippi,MS,T27,T27 Public Utilities License,9,2012,3
Q3-2012,Mississippi,MS,T28,"T28 Occupation and Business License, Not Elsewhere Classified",19,2012,3
Q3-2012,Mississippi,MS,T29,T29 Other License Taxes,9,2012,3
Q3-2012,Mississippi,MS,T40,T40 Individual Income Taxes,361,2012,3
Q3-2012,Mississippi,MS,T41,T41 Corporation Net Income Taxes,67,2012,3
Q3-2012,Mississippi,MS,T50,T50 Death and Gift Taxes,0,2012,3
Q3-2012,Mississippi,MS,T53,T53 Severance Taxes,25,2012,3
Q3-2012,Mississippi,MS,T99,"T99 Taxes, Not Elsewhere Classified",0,2012,3
Q3-2012,Mississippi,MS,TOTAL,Total Taxes,1456,2012,3
Q4-2012,Mississippi,MS,T01,T01 Property Taxes,0,2012,4
Q4-2012,Mississippi,MS,T09,T09 General Sales and Gross Receipts Taxes,760,2012,4
Q4-2012,Mississippi,MS,T10,T10 Alcoholic Beverages Sales Tax,11,2012,4
Q4-2012,Mississippi,MS,T11,T11 Amusements Sales Tax,34,2012,4
Q4-2012,Mississippi,MS,T12,T12 Insurance Premiums Sales Tax,54,2012,4
Q4-2012,Mississippi,MS,T13,T13 Motor Fuels Sales Tax,101,2012,4
Q4-2012,Mississippi,MS,T15,T15 Public Utilities Sales Tax,1,2012,4
Q4-2012,Mississippi,MS,T16,T16 Tobacco Products Sales Tax,38,2012,4
Q4-2012,Mississippi,MS,T19,T19 Other Selective Sales and Gross Receipts Taxes,165,2012,4
Q4-2012,Mississippi,MS,T20,T20 Alcoholic Beverages License,1,2012,4
Q4-2012,Mississippi,MS,T21,T21 Amusements License,3,2012,4
Q4-2012,Mississippi,MS,T22,T22 Corporations In General License,22,2012,4
Q4-2012,Mississippi,MS,T23,T23 Hunting and Fishing License,10,2012,4
Q4-2012,Mississippi,MS,T24,T24 Motor Vehicles License,39,2012,4
Q4-2012,Mississippi,MS,T25,T25 Motor Vehicle Operators License,10,2012,4
Q4-2012,Mississippi,MS,T27,T27 Public Utilities License,0,2012,4
Q4-2012,Mississippi,MS,T28,"T28 Occupation and Business License, Not Elsewhere Classified",24,2012,4
Q4-2012,Mississippi,MS,T29,T29 Other License Taxes,13,2012,4
Q4-2012,Mississippi,MS,T40,T40 Individual Income Taxes,473,2012,4
Q4-2012,Mississippi,MS,T41,T41 Corporation Net Income Taxes,60,2012,4
Q4-2012,Mississippi,MS,T50,T50 Death and Gift Taxes,0,2012,4
Q4-2012,Mississippi,MS,T53,T53 Severance Taxes,27,2012,4
Q4-2012,Mississippi,MS,T99,"T99 Taxes, Not Elsewhere Classified",0,2012,4
Q4-2012,Mississippi,MS,TOTAL,Total Taxes,1845,2012,4
Q1-2013,Mississippi,MS,T01,T01 Property Taxes,20,2013,1
Q1-2013,Mississippi,MS,T09,T09 General Sales and Gross Receipts Taxes,785,2013,1
Q1-2013,Mississippi,MS,T10,T10 Alcoholic Beverages Sales Tax,10,2013,1
Q1-2013,Mississippi,MS,T11,T11 Amusements Sales Tax,36,2013,1
Q1-2013,Mississippi,MS,T12,T12 Insurance Premiums Sales Tax,45,2013,1
Q1-2013,Mississippi,MS,T13,T13 Motor Fuels Sales Tax,94,2013,1
Q1-2013,Mississippi,MS,T15,T15 Public Utilities Sales Tax,1,2013,1
Q1-2013,Mississippi,MS,T16,T16 Tobacco Products Sales Tax,36,2013,1
Q1-2013,Mississippi,MS,T19,T19 Other Selective Sales and Gross Receipts Taxes,99,2013,1
Q1-2013,Mississippi,MS,T20,T20 Alcoholic Beverages License,1,2013,1
Q1-2013,Mississippi,MS,T21,T21 Amusements License,4,2013,1
Q1-2013,Mississippi,MS,T22,T22 Corporations In General License,58,2013,1
Q1-2013,Mississippi,MS,T23,T23 Hunting and Fishing License,3,2013,1
Q1-2013,Mississippi,MS,T24,T24 Motor Vehicles License,34,2013,1
Q1-2013,Mississippi,MS,T25,T25 Motor Vehicle Operators License,10,2013,1
Q1-2013,Mississippi,MS,T27,T27 Public Utilities License,0,2013,1
Q1-2013,Mississippi,MS,T28,"T28 Occupation and Business License, Not Elsewhere Classified",20,2013,1
Q1-2013,Mississippi,MS,T29,T29 Other License Taxes,12,2013,1
Q1-2013,Mississippi,MS,T40,T40 Individual Income Taxes,333,2013,1
Q1-2013,Mississippi,MS,T41,T41 Corporation Net Income Taxes,159,2013,1
Q1-2013,Mississippi,MS,T50,T50 Death and Gift Taxes,0,2013,1
Q1-2013,Mississippi,MS,T53,T53 Severance Taxes,28,2013,1
Q1-2013,Mississippi,MS,T99,"T99 Taxes, Not Elsewhere Classified",1,2013,1
Q1-2013,Mississippi,MS,TOTAL,Total Taxes,1787,2013,1
Q2-2013,Mississippi,MS,T01,T01 Property Taxes,0,2013,2
Q2-2013,Mississippi,MS,T09,T09 General Sales and Gross Receipts Taxes,938,2013,2
Q2-2013,Mississippi,MS,T10,T10 Alcoholic Beverages Sales Tax,11,2013,2
Q2-2013,Mississippi,MS,T11,T11 Amusements Sales Tax,36,2013,2
Q2-2013,Mississippi,MS,T12,T12 Insurance Premiums Sales Tax,87,2013,2
Q2-2013,Mississippi,MS,T13,T13 Motor Fuels Sales Tax,110,2013,2
Q2-2013,Mississippi,MS,T15,T15 Public Utilities Sales Tax,2,2013,2
Q2-2013,Mississippi,MS,T16,T16 Tobacco Products Sales Tax,37,2013,2
Q2-2013,Mississippi,MS,T19,T19 Other Selective Sales and Gross Receipts Taxes,126,2013,2
Q2-2013,Mississippi,MS,T20,T20 Alcoholic Beverages License,1,2013,2
Q2-2013,Mississippi,MS,T21,T21 Amusements License,6,2013,2
Q2-2013,Mississippi,MS,T22,T22 Corporations In General License,45,2013,2
Q2-2013,Mississippi,MS,T23,T23 Hunting and Fishing License,2,2013,2
Q2-2013,Mississippi,MS,T24,T24 Motor Vehicles License,43,2013,2
Q2-2013,Mississippi,MS,T25,T25 Motor Vehicle Operators License,10,2013,2
Q2-2013,Mississippi,MS,T27,T27 Public Utilities License,6,2013,2
Q2-2013,Mississippi,MS,T28,"T28 Occupation and Business License, Not Elsewhere Classified",33,2013,2
Q2-2013,Mississippi,MS,T29,T29 Other License Taxes,9,2013,2
Q2-2013,Mississippi,MS,T40,T40 Individual Income Taxes,589,2013,2
Q2-2013,Mississippi,MS,T41,T41 Corporation Net Income Taxes,130,2013,2
Q2-2013,Mississippi,MS,T50,T50 Death and Gift Taxes,0,2013,2
Q2-2013,Mississippi,MS,T53,T53 Severance Taxes,25,2013,2
Q2-2013,Mississippi,MS,T99,"T99 Taxes, Not Elsewhere Classified",0,2013,2
Q2-2013,Mississippi,MS,TOTAL,Total Taxes,2246,2013,2
Q3-2013,Mississippi,MS,T01,T01 Property Taxes,0,2013,3
Q3-2013,Mississippi,MS,T09,T09 General Sales and Gross Receipts Taxes,684,2013,3
Q3-2013,Mississippi,MS,T10,T10 Alcoholic Beverages Sales Tax,11,2013,3
Q3-2013,Mississippi,MS,T11,T11 Amusements Sales Tax,34,2013,3
Q3-2013,Mississippi,MS,T12,T12 Insurance Premiums Sales Tax,47,2013,3
Q3-2013,Mississippi,MS,T13,T13 Motor Fuels Sales Tax,106,2013,3
Q3-2013,Mississippi,MS,T15,T15 Public Utilities Sales Tax,2,2013,3
Q3-2013,Mississippi,MS,T16,T16 Tobacco Products Sales Tax,39,2013,3
Q3-2013,Mississippi,MS,T19,T19 Other Selective Sales and Gross Receipts Taxes,26,2013,3
Q3-2013,Mississippi,MS,T20,T20 Alcoholic Beverages License,1,2013,3
Q3-2013,Mississippi,MS,T21,T21 Amusements License,4,2013,3
Q3-2013,Mississippi,MS,T22,T22 Corporations In General License,37,2013,3
Q3-2013,Mississippi,MS,T23,T23 Hunting and Fishing License,3,2013,3
Q3-2013,Mississippi,MS,T24,T24 Motor Vehicles License,40,2013,3
Q3-2013,Mississippi,MS,T25,T25 Motor Vehicle Operators License,11,2013,3
Q3-2013,Mississippi,MS,T27,T27 Public Utilities License,3,2013,3
Q3-2013,Mississippi,MS,T28,"T28 Occupation and Business License, Not Elsewhere Classified",23,2013,3
Q3-2013,Mississippi,MS,T29,T29 Other License Taxes,11,2013,3
Q3-2013,Mississippi,MS,T40,T40 Individual Income Taxes,358,2013,3
Q3-2013,Mississippi,MS,T41,T41 Corporation Net Income Taxes,107,2013,3
Q3-2013,Mississippi,MS,T50,T50 Death and Gift Taxes,0,2013,3
Q3-2013,Mississippi,MS,T53,T53 Severance Taxes,25,2013,3
Q3-2013,Mississippi,MS,T99,"T99 Taxes, Not Elsewhere Classified",0,2013,3
Q3-2013,Mississippi,MS,TOTAL,Total Taxes,1572,2013,3
Q4-2013,Mississippi,MS,T01,T01 Property Taxes,5,2013,4
Q4-2013,Mississippi,MS,T09,T09 General Sales and Gross Receipts Taxes,804,2013,4
Q4-2013,Mississippi,MS,T10,T10 Alcoholic Beverages Sales Tax,10,2013,4
Q4-2013,Mississippi,MS,T11,T11 Amusements Sales Tax,29,2013,4
Q4-2013,Mississippi,MS,T12,T12 Insurance Premiums Sales Tax,64,2013,4
Q4-2013,Mississippi,MS,T13,T13 Motor Fuels Sales Tax,102,2013,4
Q4-2013,Mississippi,MS,T15,T15 Public Utilities Sales Tax,1,2013,4
Q4-2013,Mississippi,MS,T16,T16 Tobacco Products Sales Tax,37,2013,4
Q4-2013,Mississippi,MS,T19,T19 Other Selective Sales and Gross Receipts Taxes,174,2013,4
Q4-2013,Mississippi,MS,T20,T20 Alcoholic Beverages License,1,2013,4
Q4-2013,Mississippi,MS,T21,T21 Amusements License,4,2013,4
Q4-2013,Mississippi,MS,T22,T22 Corporations In General License,35,2013,4
Q4-2013,Mississippi,MS,T23,T23 Hunting and Fishing License,9,2013,4
Q4-2013,Mississippi,MS,T24,T24 Motor Vehicles License,37,2013,4
Q4-2013,Mississippi,MS,T25,T25 Motor Vehicle Operators License,10,2013,4
Q4-2013,Mississippi,MS,T27,T27 Public Utilities License,0,2013,4
Q4-2013,Mississippi,MS,T28,"T28 Occupation and Business License, Not Elsewhere Classified",22,2013,4
Q4-2013,Mississippi,MS,T29,T29 Other License Taxes,10,2013,4
Q4-2013,Mississippi,MS,T40,T40 Individual Income Taxes,443,2013,4
Q4-2013,Mississippi,MS,T41,T41 Corporation Net Income Taxes,104,2013,4
Q4-2013,Mississippi,MS,T50,T50 Death and Gift Taxes,0,2013,4
Q4-2013,Mississippi,MS,T53,T53 Severance Taxes,24,2013,4
Q4-2013,Mississippi,MS,T99,"T99 Taxes, Not Elsewhere Classified",0,2013,4
Q4-2013,Mississippi,MS,TOTAL,Total Taxes,1924,2013,4
Q1-2014,Mississippi,MS,T01,T01 Property Taxes,20,2014,1
Q1-2014,Mississippi,MS,T09,T09 General Sales and Gross Receipts Taxes,817,2014,1
Q1-2014,Mississippi,MS,T10,T10 Alcoholic Beverages Sales Tax,10,2014,1
Q1-2014,Mississippi,MS,T11,T11 Amusements Sales Tax,33,2014,1
Q1-2014,Mississippi,MS,T12,T12 Insurance Premiums Sales Tax,3,2014,1
Q1-2014,Mississippi,MS,T13,T13 Motor Fuels Sales Tax,95,2014,1
Q1-2014,Mississippi,MS,T15,T15 Public Utilities Sales Tax,1,2014,1
Q1-2014,Mississippi,MS,T16,T16 Tobacco Products Sales Tax,33,2014,1
Q1-2014,Mississippi,MS,T19,T19 Other Selective Sales and Gross Receipts Taxes,108,2014,1
Q1-2014,Mississippi,MS,T20,T20 Alcoholic Beverages License,1,2014,1
Q1-2014,Mississippi,MS,T21,T21 Amusements License,5,2014,1
Q1-2014,Mississippi,MS,T22,T22 Corporations In General License,68,2014,1
Q1-2014,Mississippi,MS,T23,T23 Hunting and Fishing License,3,2014,1
Q1-2014,Mississippi,MS,T24,T24 Motor Vehicles License,37,2014,1
Q1-2014,Mississippi,MS,T25,T25 Motor Vehicle Operators License,9,2014,1
Q1-2014,Mississippi,MS,T27,T27 Public Utilities License,0,2014,1
Q1-2014,Mississippi,MS,T28,"T28 Occupation and Business License, Not Elsewhere Classified",21,2014,1
Q1-2014,Mississippi,MS,T29,T29 Other License Taxes,10,2014,1
Q1-2014,Mississippi,MS,T40,T40 Individual Income Taxes,321,2014,1
Q1-2014,Mississippi,MS,T41,T41 Corporation Net Income Taxes,193,2014,1
Q1-2014,Mississippi,MS,T50,T50 Death and Gift Taxes,0,2014,1
Q1-2014,Mississippi,MS,T53,T53 Severance Taxes,20,2014,1
Q1-2014,Mississippi,MS,T99,"T99 Taxes, Not Elsewhere Classified",0,2014,1
Q1-2014,Mississippi,MS,TOTAL,Total Taxes,1806,2014,1
Q2-2014,Mississippi,MS,T01,T01 Property Taxes,0,2014,2
Q2-2014,Mississippi,MS,T09,T09 General Sales and Gross Receipts Taxes,968,2014,2
Q2-2014,Mississippi,MS,T10,T10 Alcoholic Beverages Sales Tax,11,2014,2
Q2-2014,Mississippi,MS,T11,T11 Amusements Sales Tax,33,2014,2
Q2-2014,Mississippi,MS,T12,T12 Insurance Premiums Sales Tax,102,2014,2
Q2-2014,Mississippi,MS,T13,T13 Motor Fuels Sales Tax,106,2014,2
Q2-2014,Mississippi,MS,T15,T15 Public Utilities Sales Tax,1,2014,2
Q2-2014,Mississippi,MS,T16,T16 Tobacco Products Sales Tax,37,2014,2
Q2-2014,Mississippi,MS,T19,T19 Other Selective Sales and Gross Receipts Taxes,97,2014,2
Q2-2014,Mississippi,MS,T20,T20 Alcoholic Beverages License,1,2014,2
Q2-2014,Mississippi,MS,T21,T21 Amusements License,6,2014,2
Q2-2014,Mississippi,MS,T22,T22 Corporations In General License,42,2014,2
Q2-2014,Mississippi,MS,T23,T23 Hunting and Fishing License,3,2014,2
Q2-2014,Mississippi,MS,T24,T24 Motor Vehicles License,41,2014,2
Q2-2014,Mississippi,MS,T25,T25 Motor Vehicle Operators License,11,2014,2
Q2-2014,Mississippi,MS,T27,T27 Public Utilities License,0,2014,2
Q2-2014,Mississippi,MS,T28,"T28 Occupation and Business License, Not Elsewhere Classified",36,2014,2
Q2-2014,Mississippi,MS,T29,T29 Other License Taxes,9,2014,2
Q2-2014,Mississippi,MS,T40,T40 Individual Income Taxes,543,2014,2
Q2-2014,Mississippi,MS,T41,T41 Corporation Net Income Taxes,123,2014,2
Q2-2014,Mississippi,MS,T50,T50 Death and Gift Taxes,0,2014,2
Q2-2014,Mississippi,MS,T53,T53 Severance Taxes,21,2014,2
Q2-2014,Mississippi,MS,T99,"T99 Taxes, Not Elsewhere Classified",0,2014,2
Q2-2014,Mississippi,MS,TOTAL,Total Taxes,2190,2014,2
Q3-2014,Mississippi,MS,T01,T01 Property Taxes,0,2014,3
Q3-2014,Mississippi,MS,T09,T09 General Sales and Gross Receipts Taxes,730,2014,3
Q3-2014,Mississippi,MS,T10,T10 Alcoholic Beverages Sales Tax,11,2014,3
Q3-2014,Mississippi,MS,T11,T11 Amusements Sales Tax,33,2014,3
Q3-2014,Mississippi,MS,T12,T12 Insurance Premiums Sales Tax,50,2014,3
Q3-2014,Mississippi,MS,T13,T13 Motor Fuels Sales Tax,110,2014,3
Q3-2014,Mississippi,MS,T15,T15 Public Utilities Sales Tax,1,2014,3
Q3-2014,Mississippi,MS,T16,T16 Tobacco Products Sales Tax,38,2014,3
Q3-2014,Mississippi,MS,T19,T19 Other Selective Sales and Gross Receipts Taxes,29,2014,3
Q3-2014,Mississippi,MS,T20,T20 Alcoholic Beverages License,1,2014,3
Q3-2014,Mississippi,MS,T21,T21 Amusements License,8,2014,3
Q3-2014,Mississippi,MS,T22,T22 Corporations In General License,32,2014,3
Q3-2014,Mississippi,MS,T23,T23 Hunting and Fishing License,1,2014,3
Q3-2014,Mississippi,MS,T24,T24 Motor Vehicles License,41,2014,3
Q3-2014,Mississippi,MS,T25,T25 Motor Vehicle Operators License,4,2014,3
Q3-2014,Mississippi,MS,T27,T27 Public Utilities License,8,2014,3
Q3-2014,Mississippi,MS,T28,"T28 Occupation and Business License, Not Elsewhere Classified",22,2014,3
Q3-2014,Mississippi,MS,T29,T29 Other License Taxes,14,2014,3
Q3-2014,Mississippi,MS,T40,T40 Individual Income Taxes,425,2014,3
Q3-2014,Mississippi,MS,T41,T41 Corporation Net Income Taxes,107,2014,3
Q3-2014,Mississippi,MS,T50,T50 Death and Gift Taxes,0,2014,3
Q3-2014,Mississippi,MS,T53,T53 Severance Taxes,26,2014,3
Q3-2014,Mississippi,MS,T99,"T99 Taxes, Not Elsewhere Classified",0,2014,3
Q3-2014,Mississippi,MS,TOTAL,Total Taxes,1690,2014,3
Q4-2014,Mississippi,MS,T01,T01 Property Taxes,6,2014,4
Q4-2014,Mississippi,MS,T09,T09 General Sales and Gross Receipts Taxes,826,2014,4
Q4-2014,Mississippi,MS,T10,T10 Alcoholic Beverages Sales Tax,10,2014,4
Q4-2014,Mississippi,MS,T11,T11 Amusements Sales Tax,29,2014,4
Q4-2014,Mississippi,MS,T12,T12 Insurance Premiums Sales Tax,67,2014,4
Q4-2014,Mississippi,MS,T13,T13 Motor Fuels Sales Tax,108,2014,4
Q4-2014,Mississippi,MS,T15,T15 Public Utilities Sales Tax,0,2014,4
Q4-2014,Mississippi,MS,T16,T16 Tobacco Products Sales Tax,38,2014,4
Q4-2014,Mississippi,MS,T19,T19 Other Selective Sales and Gross Receipts Taxes,174,2014,4
Q4-2014,Mississippi,MS,T20,T20 Alcoholic Beverages License,1,2014,4
Q4-2014,Mississippi,MS,T21,T21 Amusements License,12,2014,4
Q4-2014,Mississippi,MS,T22,T22 Corporations In General License,29,2014,4
Q4-2014,Mississippi,MS,T23,T23 Hunting and Fishing License,1,2014,4
Q4-2014,Mississippi,MS,T24,T24 Motor Vehicles License,41,2014,4
Q4-2014,Mississippi,MS,T25,T25 Motor Vehicle Operators License,5,2014,4
Q4-2014,Mississippi,MS,T27,T27 Public Utilities License,0,2014,4
Q4-2014,Mississippi,MS,T28,"T28 Occupation and Business License, Not Elsewhere Classified",24,2014,4
